         -40   3.2460112931769898E-321
         -39   0.0000000000000000     
         -38   0.0000000000000000     
         -37   0.0000000000000000     
         -36   0.0000000000000000     
         -35   0.0000000000000000     
         -34   0.0000000000000000     
         -33   0.0000000000000000     
         -32   0.0000000000000000     
         -31   0.0000000000000000     
         -30   0.0000000000000000     
         -29   0.0000000000000000     
         -28   0.0000000000000000     
         -27   0.0000000000000000     
         -26   0.0000000000000000     
         -25   0.0000000000000000     
         -24   0.0000000000000000     
         -23   0.0000000000000000     
         -22   0.0000000000000000     
         -21   0.0000000000000000     
         -20   0.0000000000000000     
         -19   0.0000000000000000     
         -18   0.0000000000000000     
         -17   0.0000000000000000     
         -16   0.0000000000000000     
         -15   0.0000000000000000     
         -14   0.0000000000000000     
         -13   0.0000000000000000     
         -12   0.0000000000000000     
         -11   0.0000000000000000     
         -10   0.0000000000000000     
          -9   1.0000000000000000E-003
          -8   3.0000000000000001E-003
          -7   4.0000000000000001E-003
          -6   6.0000000000000001E-003
          -5   6.0000000000000001E-003
          -4   6.0000000000000001E-003
          -3   8.0000000000000002E-003
          -2   1.0999999999999999E-002
          -1   1.2000000000000000E-002
           0   1.6000000000000000E-002
           1   2.0000000000000000E-002
           2   1.7000000000000001E-002
           3   1.9000000000000000E-002
           4   2.8000000000000001E-002
           5   3.2000000000000001E-002
           6   2.5000000000000001E-002
           7   1.4999999999999999E-002
           8   1.0000000000000000E-002
           9   1.0000000000000000E-002
          10   1.4000000000000000E-002
          11   1.9000000000000000E-002
          12   1.7999999999999999E-002
          13   2.3000000000000000E-002
          14   2.4000000000000000E-002
          15   1.7000000000000001E-002
          16   1.9000000000000000E-002
          17   2.1000000000000001E-002
          18   2.1999999999999999E-002
          19   2.5999999999999999E-002
          20   2.8000000000000001E-002
          21   3.3000000000000002E-002
          22   3.5999999999999997E-002
          23   4.3999999999999997E-002
          24   5.2999999999999999E-002
          25   4.3999999999999997E-002
          26   2.9000000000000001E-002
          27   2.4000000000000000E-002
          28   2.5000000000000001E-002
          29   3.4000000000000002E-002
          30   2.9999999999999999E-002
          31   1.7000000000000001E-002
          32   1.2999999999999999E-002
          33   7.0000000000000001E-003
          34   7.0000000000000001E-003
          35   1.0999999999999999E-002
          36   1.7999999999999999E-002
          37   2.0000000000000000E-002
          38   3.3000000000000002E-002
          39   2.4000000000000000E-002
          40   1.7999999999999999E-002
